x,muTest,muModel,p3sigmaModel,m3sigmaModel
933.0,-0.21502,-0.10968554,-0.0042203963,-0.21515068
934.0,-0.22006,-0.008628027,0.083396226,-0.10065228
935.0,-0.22468,0.02882117,0.12521558,-0.067573234
936.0,-0.2291,-0.0028261577,0.09859334,-0.10424565
937.0,-0.23318,-0.104798116,-0.0049448833,-0.20465136
938.0,-0.23659,-0.1555869,-0.046975918,-0.2641979
939.0,-0.23932,-0.13105182,-0.02714938,-0.23495427
940.0,-0.24137,-0.08651079,0.005704269,-0.17872585
941.0,-0.24291,-0.070950136,0.016333386,-0.15823366
942.0,-0.2442,-0.11524883,-0.022572182,-0.20792547
943.0,-0.24499,-0.1441432,-0.043807767,-0.24447861
944.0,-0.24496,-0.11482496,-0.01597932,-0.2136706
945.0,-0.24394,-0.0810932,0.010246508,-0.1724329
946.0,-0.24216,-0.05503622,0.029498462,-0.1395709
947.0,-0.24,-0.047402315,0.037530206,-0.13233483
948.0,-0.23739,-0.074205846,0.014220811,-0.1626325
949.0,-0.23393,-0.07385289,0.02108372,-0.1687895
950.0,-0.22924,-0.07521331,0.021885753,-0.17231238
951.0,-0.22331,-0.069162495,0.029959075,-0.16828406
952.0,-0.21625,-0.050994262,0.048256665,-0.15024519
953.0,-0.20814,-0.028637554,0.06818242,-0.12545754
954.0,-0.19896,-0.019118799,0.07983646,-0.11807406
955.0,-0.18851,-0.006999558,0.09168085,-0.10567997
956.0,-0.17661,0.0133175105,0.11200848,-0.08537346
957.0,-0.16327,0.02456362,0.12533796,-0.076210715
958.0,-0.14854,0.065744445,0.16438383,-0.03289494
959.0,-0.13255,0.09337108,0.18570167,0.0010404959
960.0,-0.11538,0.1113206,0.19736513,0.025276072
961.0,-0.097098,0.14810601,0.22778003,0.06843199
962.0,-0.077981,0.17707697,0.25089446,0.103259474
963.0,-0.058205,0.20014042,0.27241144,0.1278694
964.0,-0.038268,0.21381037,0.29777592,0.12984481
965.0,-0.01878,0.20830517,0.29798347,0.118626855
966.0,0.00012871,0.13990884,0.22110279,0.05871488
967.0,0.01863,0.08078862,0.16817427,-0.0065970346
968.0,0.037116,0.032989156,0.12950747,-0.06352915
969.0,0.055441,0.041793108,0.14655538,-0.06296916
970.0,0.072762,0.10167963,0.1858213,0.017537959
971.0,0.088241,0.07482067,0.16094609,-0.011304751
972.0,0.10138,0.105644524,0.19563615,0.015652902
973.0,0.11195,0.09438294,0.19206986,-0.0033039749
974.0,0.12081,0.0035844415,0.10415995,-0.09699106
975.0,0.12905,-0.057903476,0.049922384,-0.16572934
976.0,0.13672,-0.08230903,0.033451326,-0.1980694
977.0,0.14332,-0.04958415,0.06626409,-0.1654324
978.0,0.14818,0.035490993,0.1321573,-0.061175313
979.0,0.15114,0.12645829,0.20031528,0.052601293
980.0,0.15223,0.16176268,0.24488533,0.078640044
981.0,0.15155,0.17452309,0.26925498,0.0797912
982.0,0.14971,0.09673054,0.18619472,0.007266365
983.0,0.14728,0.004507947,0.10013141,-0.09111552
984.0,0.14472,-0.035298552,0.06788026,-0.13847737
985.0,0.14227,-0.047329996,0.06370659,-0.15836659
986.0,0.13958,-0.015006657,0.0935928,-0.12360611
987.0,0.13632,0.05669293,0.15177539,-0.03838953
988.0,0.13263,0.11495322,0.19829473,0.03161172
989.0,0.12873,0.16624828,0.2382724,0.094224155
990.0,0.12476,0.19646,0.27273807,0.120181926
991.0,0.12078,0.21707085,0.31348795,0.12065376
992.0,0.11654,0.20860942,0.30762497,0.10959386
993.0,0.112,0.12780379,0.2192423,0.036365278
994.0,0.10764,0.03382152,0.12685782,-0.059214775
995.0,0.10417,-0.033121448,0.06997466,-0.13621756
996.0,0.10178,-0.055391457,0.062380094,-0.17316301
997.0,0.099773,0.0151160825,0.121105045,-0.090872884
998.0,0.097375,0.08206722,0.17440367,-0.010269232
999.0,0.094614,0.07700018,0.17224294,-0.018242575
1000.0,0.092175,0.061939254,0.15276077,-0.028882258
1001.0,0.09101,0.011261867,0.10743399,-0.08491026
1002.0,0.091202,0.02603726,0.14079213,-0.08871761
1003.0,0.092135,0.08165143,0.17665333,-0.013350464
1004.0,0.093853,0.12353775,0.20203465,0.04504084
1005.0,0.0963,0.13781135,0.22323921,0.052383482
1006.0,0.099445,0.10439173,0.19580656,0.0129769
1007.0,0.10381,0.06482419,0.16013028,-0.03048189
1008.0,0.10962,0.059815995,0.16178623,-0.04215423
1009.0,0.11634,0.09079572,0.18998298,-0.008391544
1010.0,0.12363,0.14656833,0.22870591,0.06443074
1011.0,0.13148,0.19139113,0.2677043,0.11507795
1012.0,0.13967,0.22384876,0.28883922,0.15885828
1013.0,0.14816,0.24657163,0.3137886,0.17935468
1014.0,0.1567,0.26383373,0.33760202,0.19006544
1015.0,0.16479,0.2640665,0.3478996,0.18023339
1016.0,0.17204,0.23746747,0.31653318,0.15840176
1017.0,0.17845,0.18709609,0.25932658,0.1148656
1018.0,0.18417,0.16878591,0.23884207,0.09872976
1019.0,0.18902,0.18916522,0.26601794,0.11231249
1020.0,0.19232,0.2028335,0.30163473,0.10403226
1021.0,0.19318,0.20918772,0.3307537,0.08762172
1022.0,0.1914,0.16972236,0.2758845,0.06356022
1023.0,0.18737,0.086383596,0.1807065,-0.007939309
1024.0,0.18151,0.0035850285,0.10209714,-0.09492709
1025.0,0.17387,-0.006801737,0.08940983,-0.10301331
1026.0,0.16431,0.043228474,0.12830517,-0.041848224
1027.0,0.15251,0.051222555,0.132983,-0.030537881
1028.0,0.13833,0.022619704,0.10890624,-0.063666835
1029.0,0.12247,-0.026850807,0.06930287,-0.12300448
1030.0,0.10589,-0.040424127,0.06307107,-0.14391933
1031.0,0.089195,0.013532626,0.106311284,-0.07924604
1032.0,0.072159,0.10471777,0.17957342,0.029862128
1033.0,0.054329,0.13743782,0.22561133,0.04926431
1034.0,0.035878,0.08114572,0.1629057,-0.0006142631
1035.0,0.017952,-0.008565529,0.089686915,-0.106817976
1036.0,0.0017484,-0.040874727,0.06428019,-0.14602965
1037.0,-0.01227,0.002154604,0.100084245,-0.09577504
1038.0,-0.024726,0.044781517,0.13713941,-0.04757637
1039.0,-0.0368,0.07261852,0.1810796,-0.03584256
1040.0,-0.048788,0.06548263,0.16804607,-0.03708081
1041.0,-0.059821,-0.0020995922,0.10216732,-0.1063665
1042.0,-0.068795,-0.07516387,0.03524986,-0.1855776
1043.0,-0.075177,-0.14267814,-0.02094137,-0.2644149
1044.0,-0.07891,-0.14982854,-0.017340899,-0.28231618
1045.0,-0.080892,-0.11610618,0.01586309,-0.24807546
1046.0,-0.081939,-0.07754645,0.04412318,-0.19921607
1047.0,-0.081672,-0.050181154,0.065432176,-0.16579448
1048.0,-0.079642,-0.02081985,0.08852672,-0.13016641
1049.0,-0.075495,0.027785482,0.12359373,-0.06802277
1050.0,-0.069449,0.11659366,0.1927363,0.04045102
1051.0,-0.062053,0.14854869,0.22598736,0.071110025
1052.0,-0.053584,0.14178883,0.22398502,0.059592634
1053.0,-0.044197,0.106587,0.18539974,0.027774267
1054.0,-0.033618,0.05905214,0.1399293,-0.021825016
1055.0,-0.021958,0.055598903,0.13558532,-0.02438752
1056.0,-0.0097402,0.11250127,0.18686551,0.038137034
1057.0,0.0022081,0.13790287,0.23604666,0.039759085
1058.0,0.012995,0.1415865,0.24646522,0.036707774
1059.0,0.022322,0.10289428,0.20131502,0.004473537
1060.0,0.030501,-0.0055977623,0.09595003,-0.107145555
1061.0,0.038166,-0.06431184,0.04363028,-0.17225397
1062.0,0.045897,-0.13618268,-0.025785305,-0.24658006
1063.0,0.053453,-0.13994744,0.00069093704,-0.28058583
1064.0,0.059771,-0.079234764,0.06408355,-0.22255307
1065.0,0.064339,-0.03867649,0.06923205,-0.14658502
1066.0,0.067341,-0.02140076,0.090774626,-0.13357615
1067.0,0.069184,-0.02272261,0.094068415,-0.13951364
1068.0,0.071193,-0.026700107,0.08663044,-0.14003065
1069.0,0.074185,-0.009273511,0.107053846,-0.12560087
1070.0,0.077498,0.04738729,0.14436951,-0.049594928
1071.0,0.080563,0.11613076,0.19661427,0.035647266
1072.0,0.083413,0.07591595,0.1662077,-0.014375806
1073.0,0.086435,0.052341007,0.14910877,-0.044426747
1074.0,0.090181,0.03373464,0.13450597,-0.0670367
1075.0,0.094933,0.03701849,0.14392477,-0.06988779
1076.0,0.10021,0.075531915,0.17707497,-0.02601114
1077.0,0.10595,0.10704938,0.20173144,0.012367316
1078.0,0.1122,0.14405271,0.23062435,0.05748108
1079.0,0.11891,0.19117154,0.26324192,0.119101174
1080.0,0.12604,0.2194828,0.29531723,0.14364837
1081.0,0.13319,0.23379835,0.3277465,0.13985021
1082.0,0.13973,0.2417978,0.33709294,0.14650266
1083.0,0.14544,0.20079459,0.2867595,0.114829704
1084.0,0.15068,0.11890869,0.2075237,0.030293673
1085.0,0.15575,0.06317313,0.16146477,-0.035118505
1086.0,0.1605,0.04064882,0.14233957,-0.061041933
1087.0,0.16454,0.03324341,0.13679871,-0.07031188
1088.0,0.1676,0.031439077,0.13354883,-0.07067068
1089.0,0.16974,0.043205585,0.14469232,-0.058281142
1090.0,0.17112,0.0830805,0.17573176,-0.0095707625
1091.0,0.17175,0.14176768,0.2215617,0.061973654
1092.0,0.17159,0.16343711,0.23568699,0.091187246
1093.0,0.17078,0.13755302,0.21737272,0.05773332
1094.0,0.16975,0.09693861,0.18669745,0.007179767
1095.0,0.16897,0.10069766,0.19213699,0.00925833
1096.0,0.1685,0.13215771,0.21676525,0.04755017
1097.0,0.1681,0.16880514,0.2440809,0.09352937
1098.0,0.16782,0.16052571,0.23973267,0.08131875
1099.0,0.16781,0.14375545,0.22889695,0.05861395
1100.0,0.16823,0.16205628,0.2433186,0.08079396
1101.0,0.1692,0.21928322,0.28376114,0.15480532
1102.0,0.1705,0.24183808,0.30765706,0.1760191
1103.0,0.17186,0.22263181,0.29010957,0.15515405
1104.0,0.17327,0.15519874,0.23474759,0.07564988
1105.0,0.1752,0.12720828,0.21172959,0.04268697
1106.0,0.17801,0.11527621,0.20488566,0.025666766
1107.0,0.1812,0.15674882,0.23843306,0.07506458
1108.0,0.18437,0.20663826,0.2713131,0.14196342
1109.0,0.18748,0.23208646,0.29781055,0.16636239
1110.0,0.19028,0.2168862,0.28167322,0.15209916
1111.0,0.19291,0.19051671,0.25985962,0.12117379
1112.0,0.19573,0.20585454,0.26943696,0.14227211
1113.0,0.1986,0.22454754,0.28893927,0.1601558
1114.0,0.20098,0.2181334,0.28221685,0.15404995
1115.0,0.20261,0.19513525,0.2594527,0.13081782
1116.0,0.20357,0.18384315,0.24695858,0.120727725
1117.0,0.204,0.19724628,0.26376367,0.13072892
1118.0,0.20367,0.21118267,0.29335237,0.12901299
1119.0,0.20199,0.22162361,0.31736964,0.1258776
1120.0,0.19864,0.18734057,0.27747875,0.097202405
1121.0,0.19394,0.13074951,0.20986447,0.05163455
1122.0,0.18812,0.12207832,0.19859117,0.045565464
1123.0,0.1811,0.1290617,0.23388529,0.02423811
1124.0,0.17217,0.1301143,0.26416546,-0.003936842
1125.0,0.16093,0.12502858,0.26761672,-0.017559558
1126.0,0.14781,0.09696556,0.2353209,-0.04138977
1127.0,0.13315,0.046249393,0.16828305,-0.07578425
1128.0,0.1169,-0.013365537,0.09228237,-0.11901344
1129.0,0.099196,-0.083146475,0.020392716,-0.18668567
1130.0,0.080163,-0.109622054,-0.0099807605,-0.20926335
1131.0,0.059923,-0.11797945,-0.024788618,-0.21117029
1132.0,0.038706,-0.07679775,0.013208061,-0.16680357
1133.0,0.01672,-0.06899159,0.01802513,-0.1560083
1134.0,-0.0057045,-0.06619573,0.022460297,-0.15485175
1135.0,-0.028328,-0.12231309,-0.033240736,-0.21138544
1136.0,-0.050732,-0.10670315,-0.0142908245,-0.19911547
1137.0,-0.072306,-0.1190689,-0.02300357,-0.21513423
1138.0,-0.092306,-0.10637293,-0.0028112605,-0.20993459
1139.0,-0.11055,-0.037237458,0.059013233,-0.13348815
1140.0,-0.12742,0.064236775,0.14120038,-0.012726828
1141.0,-0.14317,0.09133165,0.17007262,0.012590699
1142.0,-0.15749,0.08250763,0.16590562,-0.00089036673
1143.0,-0.16971,0.07373159,0.15742628,-0.00996311
1144.0,-0.17965,0.08668399,0.18098813,-0.007620156
1145.0,-0.18759,0.08656292,0.20749015,-0.03436432
1146.0,-0.19404,0.082880504,0.22203675,-0.056275733
1147.0,-0.19915,0.046136323,0.18012413,-0.087851495
1148.0,-0.20283,-0.034128767,0.07978666,-0.1480442
1149.0,-0.20528,-0.09993146,0.0107060075,-0.21056893
1150.0,-0.20661,-0.12603092,-0.0101582855,-0.24190356
1151.0,-0.20689,-0.103585266,0.004719071,-0.2118896
1152.0,-0.20633,-0.061105546,0.03243434,-0.15464543
1153.0,-0.20544,-0.030923096,0.054469705,-0.1163159
1154.0,-0.20447,-0.043816887,0.042414986,-0.13004875
1155.0,-0.20307,-0.059607722,0.032700174,-0.15191561
1156.0,-0.20094,-0.07099966,0.025654681,-0.16765401
1157.0,-0.1979,-0.07656473,0.027275361,-0.18040481
1158.0,-0.19377,-0.06039674,0.0434869,-0.16428038
1159.0,-0.18859,-0.034913283,0.0678554,-0.13768198
1160.0,-0.18236,0.0026757917,0.1070449,-0.10169331
1161.0,-0.17507,0.056341026,0.14801273,-0.03533068
1162.0,-0.16684,0.13451256,0.21101487,0.058010258
1163.0,-0.15781,0.15302914,0.23499653,0.07106177
1164.0,-0.14806,0.16596738,0.25164083,0.080293916
1165.0,-0.13775,0.1664878,0.2638248,0.06915081
1166.0,-0.12694,0.14614283,0.24621764,0.04606802
1167.0,-0.1158,0.10143298,0.19043061,0.012435339
1168.0,-0.10445,0.022769237,0.1144918,-0.06895333
1169.0,-0.092945,-0.00031963433,0.09406195,-0.09470122
1170.0,-0.081293,-0.018991634,0.079537585,-0.117520854
1171.0,-0.069529,-0.024171215,0.080055,-0.12839743
1172.0,-0.057914,0.013633818,0.1176628,-0.09039517
1173.0,-0.046901,0.090102,0.17606655,0.004137449
1174.0,-0.036928,0.14587326,0.21902904,0.072717495
1175.0,-0.027902,0.13068953,0.21402013,0.04735893
1176.0,-0.019258,0.06083803,0.15571944,-0.034043387
1177.0,-0.010243,0.05655766,0.15042879,-0.037313465
1178.0,-0.00052739,0.051643685,0.15439743,-0.05111006
1179.0,0.0093695,0.11077096,0.19995415,0.021587767
1180.0,0.018959,0.15976767,0.23154315,0.08799219
1181.0,0.028035,0.18762518,0.2640806,0.11116976
1182.0,0.036447,0.14890458,0.22658157,0.07122757
1183.0,0.044758,0.08197482,0.17186362,-0.007913977
1184.0,0.053804,0.06348903,0.16033441,-0.033356354
1185.0,0.06338,0.094887964,0.18305302,0.0067229047
1186.0,0.072816,0.16176909,0.23396471,0.08957348
1187.0,0.081594,0.1788569,0.24668977,0.111024015
1188.0,0.089613,0.17853336,0.24728078,0.109785944
1189.0,0.097033,0.17686948,0.24546708,0.10827188
1190.0,0.10396,0.1866625,0.26871413,0.104610875
1191.0,0.10998,0.20199783,0.31024462,0.09375104
1192.0,0.11448,0.19421239,0.30196255,0.08646222
1193.0,0.11719,0.12379743,0.21810879,0.029486075
1194.0,0.11865,0.044205327,0.13792859,-0.04951794
1195.0,0.11951,-0.012379083,0.09159958,-0.116357744
1196.0,0.11997,-0.0135929985,0.09843955,-0.12562555
1197.0,0.11945,0.07892931,0.16162565,-0.003767036
1198.0,0.11692,0.095479205,0.18771227,0.0032461435
1199.0,0.11194,0.12177683,0.21720713,0.026346527
1200.0,0.10486,0.11536499,0.20597783,0.024752147
1201.0,0.09667,0.024701133,0.12546457,-0.07606231
1202.0,0.088123,-0.05333831,0.05847443,-0.16515106
1203.0,0.07963,-0.07908835,0.036805637,-0.19498235
1204.0,0.071141,-0.07036094,0.045956,-0.18667789
1205.0,0.062264,-0.019549867,0.08491943,-0.12401917
1206.0,0.052794,0.08075115,0.16575857,-0.0042562634
1207.0,0.042877,0.10014483,0.17952918,0.020760491
1208.0,0.032883,0.08486225,0.16806789,0.0016566068
1209.0,0.023392,0.02955756,0.1184583,-0.059343185
1210.0,0.015027,-0.011751753,0.089289024,-0.11279254
1211.0,0.0080631,-0.01065004,0.094063826,-0.1153639
1212.0,0.0025428,0.021095224,0.11926646,-0.07707601
1213.0,-0.0017881,0.08975309,0.17334864,0.0061575547
1214.0,-0.0053027,0.1506056,0.22502652,0.07618468
1215.0,-0.0081887,0.17035466,0.25496715,0.08574216
1216.0,-0.010358,0.16582309,0.25126508,0.0803811
1217.0,-0.011583,0.097881906,0.18056929,0.015194513
1218.0,-0.011516,0.017942404,0.11308212,-0.077197306
1219.0,-0.009802,-0.004411408,0.09282636,-0.10164917
1220.0,-0.006415,-0.038330596,0.057635594,-0.13429679
1221.0,-0.0017993,-0.033740878,0.072714835,-0.14019659
1222.0,0.0035133,0.01758059,0.138782,-0.10362081
1223.0,0.0095097,0.06784015,0.18224913,-0.04656882
1224.0,0.016429,0.10294593,0.20953448,-0.0036426187
1225.0,0.024373,0.124651894,0.22854084,0.020762943
1226.0,0.033444,0.14321616,0.24354082,0.04289151
1227.0,0.043598,0.17971574,0.26419902,0.09523245
1228.0,0.054671,0.23039941,0.3007082,0.16009063
1229.0,0.066446,0.2284897,0.29441506,0.16256432
1230.0,0.078751,0.20640384,0.28152597,0.13128172
1231.0,0.091529,0.16777463,0.25231814,0.08323113
1232.0,0.10481,0.14387694,0.2337312,0.054022685
1233.0,0.11839,0.13797441,0.23069376,0.045255065
1234.0,0.132,0.14429866,0.23533213,0.05326519
1235.0,0.14549,0.14958629,0.24068232,0.05849026
1236.0,0.15876,0.15643203,0.24924794,0.06361612
1237.0,0.17167,0.18143559,0.27422658,0.088644594
1238.0,0.18409,0.21493098,0.29506126,0.1348007
1239.0,0.1959,0.23485877,0.30652517,0.16319236
1240.0,0.20695,0.24227244,0.31888366,0.1656612
1241.0,0.21706,0.2530922,0.33080277,0.17538163
1242.0,0.22593,0.2612804,0.3456309,0.17692986
1243.0,0.23319,0.25699338,0.3516395,0.16234724
1244.0,0.2388,0.2181073,0.30578798,0.13042662
1245.0,0.24294,0.11287941,0.2001715,0.02558732
1246.0,0.24595,0.041763224,0.13508937,-0.051562913
1247.0,0.24827,-0.006474421,0.0949431,-0.10789194
1248.0,0.24971,0.01686166,0.13486359,-0.10114027
1249.0,0.24955,0.07642311,0.15515819,-0.0023119748
1250.0,0.24742,0.07822805,0.17096066,-0.014504559
1251.0,0.24303,0.10435191,0.19292226,0.015781559
1252.0,0.2367,0.027772518,0.1289347,-0.073389664
1253.0,0.23017,-0.034317542,0.07250668,-0.14114176
1254.0,0.22433,-0.07850417,0.046668656,-0.203677
1255.0,0.21851,-0.033217575,0.079844356,-0.14627951
1256.0,0.21173,0.061489068,0.14301246,-0.020034336
1257.0,0.2038,0.085458845,0.1706618,0.00025588274
1258.0,0.1949,0.029534532,0.12929372,-0.07022466
1259.0,0.18602,-0.029687608,0.07841555,-0.13779077
1260.0,0.17863,-0.030040096,0.08191641,-0.14199659
1261.0,0.17213,0.09892102,0.17455995,0.023282088
1262.0,0.16527,0.1203075,0.22286692,0.01774808
1263.0,0.15711,0.1437032,0.24771617,0.03969024
1264.0,0.14766,0.11259966,0.21323958,0.011959754
1265.0,0.13823,0.03531861,0.13723652,-0.066599295
1266.0,0.12981,-0.025717903,0.09009278,-0.14152858
1267.0,0.12228,-0.046339925,0.06613597,-0.15881583
1268.0,0.11485,0.055621803,0.14906932,-0.03782572
1269.0,0.106,0.116970256,0.21409291,0.019847602
1270.0,0.095414,0.09621455,0.19442326,-0.0019941553
1271.0,0.084007,0.012796476,0.114484325,-0.08889137
1272.0,0.072688,-0.03293954,0.06601851,-0.13189758
1273.0,0.061712,0.016146109,0.10493821,-0.07264599
1274.0,0.050469,0.087977774,0.17471716,0.0012383834
1275.0,0.038242,0.1060063,0.20815074,0.003861852
1276.0,0.024903,0.08764262,0.192355,-0.017069764
1277.0,0.011161,0.023327447,0.12723044,-0.08057555
1278.0,-0.0026569,-0.04570565,0.058242094,-0.14965339
1279.0,-0.016614,-0.049070843,0.050438114,-0.1485798
1280.0,-0.030665,-0.035942122,0.05742283,-0.12930708
1281.0,-0.044943,-0.025214745,0.07054166,-0.12097115
1282.0,-0.059501,-0.032534912,0.066112645,-0.13118246
1283.0,-0.07414,-0.037044283,0.058157485,-0.13224605
1284.0,-0.088632,-0.03910789,0.056403182,-0.13461897
1285.0,-0.10292,-0.027592758,0.073568575,-0.1287541
1286.0,-0.11698,-0.06351462,0.04235959,-0.16938883
1287.0,-0.13068,-0.123955026,-0.024632178,-0.22327787
1288.0,-0.14385,-0.16983044,-0.072490215,-0.26717067
1289.0,-0.15639,-0.1386725,-0.0432391,-0.2341059
1290.0,-0.1683,-0.08371305,0.038267225,-0.20569332
1291.0,-0.1796,-0.07525134,0.06350185,-0.21400453
1292.0,-0.19039,-0.11084786,0.022387207,-0.24408293
1293.0,-0.20051,-0.14605327,-0.044280224,-0.24782631
1294.0,-0.20975,-0.1503354,-0.03321375,-0.26745707
1295.0,-0.21792,-0.20456891,-0.07388006,-0.33525777
1296.0,-0.22474,-0.18095474,-0.056494497,-0.30541497
1297.0,-0.23025,-0.12147367,-0.015363872,-0.22758347
1298.0,-0.23492,-0.07452846,0.02158966,-0.17064658
1299.0,-0.23883,-0.066054575,0.026546858,-0.158656
1300.0,-0.24148,-0.0047631147,0.07739824,-0.08692446
1301.0,-0.24289,0.0524761,0.15584263,-0.05089044
1302.0,-0.24361,0.07092955,0.1997349,-0.05787579
1303.0,-0.24382,0.0649476,0.19801468,-0.06811949
1304.0,-0.24327,0.023000319,0.14743829,-0.10143766
1305.0,-0.24195,-0.036655497,0.07716443,-0.15047543
1306.0,-0.2401,-0.10745537,0.0037314221,-0.21864218
1307.0,-0.23775,-0.13471578,-0.024710283,-0.24472128
1308.0,-0.23521,-0.094996326,0.0014871284,-0.19147977
1309.0,-0.23275,-0.12076901,-0.02545879,-0.21607924
1310.0,-0.23044,-0.15508512,-0.054129675,-0.25604057
1311.0,-0.22819,-0.18249734,-0.07561979,-0.2893749
1312.0,-0.22575,-0.17046139,-0.063502915,-0.27741987
1313.0,-0.22287,-0.11370319,-0.020075306,-0.20733108
1314.0,-0.21987,-0.06624832,0.022761427,-0.15525806
1315.0,-0.21708,-0.07293576,0.017218381,-0.1630899
1316.0,-0.21415,-0.07986905,0.016407326,-0.17614542
1317.0,-0.21057,-0.07260888,0.024514377,-0.16973214
1318.0,-0.20613,-0.036485694,0.054341696,-0.12731308
1319.0,-0.20094,0.015082813,0.096435405,-0.06626978
1320.0,-0.19531,0.06556122,0.13998371,-0.0088612735
1321.0,-0.18939,0.05835418,0.133506,-0.016797636
1322.0,-0.18301,0.061083052,0.13636206,-0.014195953
1323.0,-0.17605,0.05375173,0.13059822,-0.023094751
1324.0,-0.16852,0.017639458,0.09381679,-0.05853787
1325.0,-0.16041,-0.026636543,0.058819547,-0.11209263
1326.0,-0.15174,-0.048564263,0.045697905,-0.14282644
1327.0,-0.14236,-0.04122317,0.057587624,-0.14003396
1328.0,-0.13236,0.00552834,0.09591075,-0.084854074
1329.0,-0.12214,0.095445365,0.16618711,0.024703614
1330.0,-0.11225,0.11311679,0.20241395,0.023819648
1331.0,-0.10319,0.12473168,0.22626996,0.023193397
1332.0,-0.094889,0.1181369,0.22788884,0.008384958
1333.0,-0.087155,0.10700478,0.21850316,-0.004493609
1334.0,-0.07992,0.10422479,0.2286365,-0.020186923
1335.0,-0.073487,0.106869325,0.2602661,-0.046527445
1336.0,-0.068371,0.09824131,0.27293783,-0.07645521
1337.0,-0.064792,0.07818499,0.26173827,-0.10536829
1338.0,-0.062954,0.06455101,0.2535777,-0.1244757
1339.0,-0.062947,0.029487474,0.20463265,-0.1456577
1340.0,-0.064815,-0.063065186,0.091031805,-0.21716218
1341.0,-0.068479,-0.029008979,0.092802264,-0.15082023
1342.0,-0.073783,-0.064430624,0.058804832,-0.18766609
1343.0,-0.080578,-0.06586185,0.04241866,-0.17414236
1344.0,-0.088869,0.023712428,0.1361432,-0.08871834
1345.0,-0.098511,0.040885855,0.15453134,-0.07275964
1346.0,-0.10933,0.021591261,0.13362738,-0.090444855
1347.0,-0.12107,-0.055370465,0.054654345,-0.16539527
1348.0,-0.13336,-0.13860208,-0.025702164,-0.25150198
1349.0,-0.14599,-0.1406362,-0.035435185,-0.24583723
1350.0,-0.15869,-0.056558114,0.04244877,-0.155565
1351.0,-0.17142,-0.04249662,0.0652681,-0.15026134
1352.0,-0.18411,-0.08530985,0.02277086,-0.19339055
1353.0,-0.19648,-0.14666635,-0.03738141,-0.2559513
1354.0,-0.20826,-0.15976003,-0.042981684,-0.27653837
1355.0,-0.21887,-0.22267266,-0.107121795,-0.33822352
1356.0,-0.22735,-0.22925971,-0.117375836,-0.3411436
1357.0,-0.23338,-0.17167762,0.01158008,-0.35493532
1358.0,-0.23802,-0.08199808,0.06321809,-0.22721425
1359.0,-0.24182,-0.0048811617,0.10303388,-0.112796195
1360.0,-0.24435,0.029346744,0.13171579,-0.0730223
1361.0,-0.24504,0.03924132,0.14190213,-0.06341949
1362.0,-0.24314,0.013753553,0.12298093,-0.09547382
1363.0,-0.23841,0.0022257725,0.11025302,-0.10580148
1364.0,-0.23107,0.013611935,0.12283486,-0.09561099
1365.0,-0.22169,0.048748963,0.14915225,-0.05165433
1366.0,-0.2107,0.08095945,0.17305157,-0.01113268
1367.0,-0.1982,0.09927792,0.18768713,0.010868721
1368.0,-0.18408,0.09766023,0.1874479,0.007872552
1369.0,-0.16826,0.109399125,0.1960774,0.022720844
1370.0,-0.15091,0.13474406,0.21485212,0.054635994
1371.0,-0.13249,0.17817518,0.24828146,0.1080689
1372.0,-0.11351,0.20715319,0.28085577,0.1334506
1373.0,-0.094407,0.22015892,0.29628098,0.14403687
1374.0,-0.075523,0.22125433,0.30145547,0.1410532
1375.0,-0.057196,0.20317385,0.28910318,0.11724451
1376.0,-0.039653,0.16492833,0.24892822,0.08092845
1377.0,-0.023077,0.09793025,0.17801434,0.017846167
1378.0,-0.0075829,0.0455908,0.13677575,-0.045594145
1379.0,0.0067078,0.04423066,0.13337094,-0.044909615
1380.0,0.019414,0.07791506,0.15836637,-0.0025362521
1381.0,0.030103,0.100628965,0.17714472,0.024113208
1382.0,0.038687,0.0830066,0.16383877,0.0021744147
1383.0,0.045434,0.043227,0.13531135,-0.04885735
1384.0,0.05095,0.032158196,0.12755781,-0.06324142
1385.0,0.055753,0.030671114,0.12881629,-0.06747406
1386.0,0.059863,0.0645293,0.16397893,-0.034920327
1387.0,0.063174,0.08573957,0.18499658,-0.013517432
1388.0,0.065897,0.107195765,0.20421469,0.010176845
1389.0,0.068445,0.13186222,0.22668174,0.037042715
1390.0,0.071199,0.17195246,0.25675184,0.08715306
1391.0,0.074319,0.21310225,0.2854281,0.1407764
1392.0,0.077866,0.2128925,0.2810921,0.1446929
1393.0,0.081934,0.16796307,0.24744268,0.08848347
1394.0,0.086771,0.1377149,0.22223285,0.053196937
1395.0,0.092676,0.13078065,0.22084156,0.040719748
1396.0,0.099454,0.16318205,0.24658585,0.07977825
1397.0,0.1068,0.17804508,0.24771506,0.1083751
1398.0,0.11446,0.20501317,0.27799565,0.13203071
1399.0,0.12205,0.17259014,0.24737729,0.09780298
1400.0,0.12964,0.093076825,0.18212296,0.0040306896
1401.0,0.13795,0.06236534,0.16030845,-0.035577774
1402.0,0.14694,0.09510894,0.18687463,0.0033432618
1403.0,0.15573,0.17869394,0.24854314,0.10884473
1404.0,0.16392,0.20477365,0.2746663,0.134881
1405.0,0.17116,0.20593992,0.27592525,0.13595459
1406.0,0.17724,0.18164076,0.2502311,0.113050446
1407.0,0.18269,0.19096382,0.26311725,0.11881039
