x,muTest,muModel,p3sigmaModel,m3sigmaModel
973.0,0.13555,0.048103347,0.1825554,-0.08634871
974.0,0.11161,0.028111557,0.16583201,-0.109608896
975.0,0.086569,0.003257917,0.13859653,-0.1320807
976.0,0.060688,-0.015255518,0.11999091,-0.15050194
977.0,0.034257,-0.03508504,0.10000941,-0.17017949
978.0,0.0075235,-0.05100363,0.09150049,-0.19350776
979.0,-0.019263,-0.073886745,0.059171163,-0.20694464
980.0,-0.045801,-0.092283465,0.038520195,-0.22308713
981.0,-0.0718,-0.10252841,0.036116153,-0.24117297
982.0,-0.097033,-0.11954317,0.010253601,-0.24933994
983.0,-0.12136,-0.13306014,-0.008310713,-0.25780958
984.0,-0.14454,-0.14444573,-0.022351637,-0.2665398
985.0,-0.16641,-0.15690084,-0.036569268,-0.2772324
986.0,-0.18684,-0.1722786,-0.059914313,-0.28464288
987.0,-0.20574,-0.1772337,-0.0684413,-0.2860261
988.0,-0.22305,-0.1875067,-0.07923914,-0.29577428
989.0,-0.2387,-0.19416273,-0.08800758,-0.30031788
990.0,-0.25269,-0.20295385,-0.1014107,-0.304497
991.0,-0.26496,-0.21215604,-0.11567688,-0.3086352
992.0,-0.27561,-0.20156123,-0.1124671,-0.29065534
993.0,-0.28466,-0.19367781,-0.10412436,-0.28323126
994.0,-0.29218,-0.20523474,-0.12048675,-0.28998274
995.0,-0.2982,-0.20939134,-0.12783691,-0.29094577
996.0,-0.30279,-0.2123654,-0.13233587,-0.29239494
997.0,-0.30609,-0.20392878,-0.12119754,-0.28666002
998.0,-0.30817,-0.1757234,-0.08936912,-0.2620777
999.0,-0.30907,-0.13865112,-0.054065682,-0.22323656
1000.0,-0.3089,-0.122458525,-0.0376556,-0.20726144
1001.0,-0.30772,-0.10050751,-0.014090069,-0.18692496
1002.0,-0.30544,-0.07702243,0.009378687,-0.16342355
1003.0,-0.30205,-0.05862018,0.030373204,-0.14761357
1004.0,-0.2975,-0.02737082,0.060700655,-0.11544229
1005.0,-0.29173,0.00030014518,0.08829256,-0.08769227
1006.0,-0.28467,0.03727188,0.12449053,-0.04994677
1007.0,-0.27624,0.03712003,0.12688947,-0.0526494
1008.0,-0.26633,0.05536041,0.14435427,-0.033633452
1009.0,-0.25479,0.062274333,0.15156573,-0.027017068
1010.0,-0.24152,0.082452476,0.17066723,-0.0057622716
1011.0,-0.22653,0.10301936,0.19254851,0.0134902
1012.0,-0.20978,0.11105995,0.20015353,0.021966368
1013.0,-0.1913,0.13384946,0.22146083,0.04623808
1014.0,-0.17113,0.14626792,0.2352744,0.057261445
1015.0,-0.14935,0.15731965,0.24437875,0.070260555
1016.0,-0.12607,0.17136778,0.25770238,0.08503318
1017.0,-0.10147,0.18323424,0.26962364,0.09684487
1018.0,-0.075814,0.19670254,0.28126058,0.1121445
1019.0,-0.049363,0.20639147,0.29099742,0.12178552
1020.0,-0.022396,0.21141437,0.2948401,0.12798865
1021.0,0.0048367,0.22073185,0.30414766,0.13731603
1022.0,0.03201,0.22185895,0.3057646,0.13795331
1023.0,0.058909,0.22342539,0.30427334,0.14257744
1024.0,0.0852,0.22912186,0.30913913,0.14910461
1025.0,0.11069,0.23715168,0.31598768,0.15831569
1026.0,0.13518,0.24563883,0.32305005,0.16822761
1027.0,0.15844,0.2461789,0.32274988,0.16960791
1028.0,0.18037,0.25850093,0.3333184,0.18368344
1029.0,0.20079,0.2557602,0.32937062,0.18214975
1030.0,0.21964,0.25821188,0.33047256,0.1859512
1031.0,0.23679,0.26131043,0.3326415,0.18997934
1032.0,0.25226,0.26315886,0.33052826,0.19578946
1033.0,0.26603,0.27007353,0.33431423,0.20583282
1034.0,0.27807,0.27447614,0.3327677,0.21618459
1035.0,0.28843,0.26759014,0.3261247,0.20905557
1036.0,0.29717,0.27217656,0.3262995,0.21805364
1037.0,0.30434,0.26962593,0.3238417,0.21541019
1038.0,0.30995,0.27030087,0.32629782,0.21430391
1039.0,0.31413,0.27535313,0.33373195,0.21697432
1040.0,0.31699,0.26790705,0.32412255,0.21169156
1041.0,0.31856,0.2560595,0.3103639,0.2017551
1042.0,0.31889,0.25339827,0.31029367,0.19650286
1043.0,0.31799,0.25285175,0.31324518,0.19245833
1044.0,0.31582,0.24784233,0.3142886,0.18139607
1045.0,0.3123,0.24171777,0.30924767,0.17418788
1046.0,0.30738,0.2333398,0.3061778,0.16050181
1047.0,0.3011,0.22458172,0.30774128,0.14142215
1048.0,0.29331,0.21555999,0.30550808,0.1256119
1049.0,0.28393,0.20523772,0.3012966,0.109178856
1050.0,0.27282,0.1842046,0.2746421,0.09376709
1051.0,0.25988,0.16576548,0.26959872,0.06193223
1052.0,0.24512,0.15070449,0.26153672,0.03987226
1053.0,0.22856,0.12735997,0.24343517,0.011284761
1054.0,0.21017,0.10138238,0.21963525,-0.016870476
1055.0,0.19001,0.083440326,0.20225862,-0.035377957
1056.0,0.16814,0.06648811,0.18979281,-0.056816585
1057.0,0.1447,0.048234228,0.17978953,-0.08332108
1058.0,0.11995,0.024874665,0.1551137,-0.10536436
1059.0,0.09406,0.00011171313,0.13152331,-0.13129988
1060.0,0.067302,-0.023111746,0.110146746,-0.15637024
1061.0,0.039946,-0.04144494,0.094607025,-0.17749691
1062.0,0.012326,-0.059448782,0.07868031,-0.19757786
1063.0,-0.015292,-0.077989526,0.05701562,-0.21299466
1064.0,-0.042658,-0.09674705,0.035704605,-0.2291987
1065.0,-0.069436,-0.1135144,0.0120694265,-0.23909822
1066.0,-0.09543,-0.12962362,-0.008694097,-0.25055313
1067.0,-0.12041,-0.1425637,-0.026546046,-0.25858134
1068.0,-0.14416,-0.15040892,-0.033473894,-0.26734394
1069.0,-0.16654,-0.16155647,-0.045483127,-0.2776298
1070.0,-0.18743,-0.18240915,-0.07483319,-0.28998512
1071.0,-0.20667,-0.18700042,-0.08438122,-0.28961962
1072.0,-0.22425,-0.20779923,-0.110701405,-0.30489704
1073.0,-0.2401,-0.2000539,-0.10601118,-0.29409662
1074.0,-0.25415,-0.19670238,-0.105759025,-0.28764573
1075.0,-0.26647,-0.20108782,-0.118817344,-0.28335828
1076.0,-0.27708,-0.20553806,-0.12361124,-0.2874649
1077.0,-0.28596,-0.20665675,-0.13025916,-0.28305435
1078.0,-0.2932,-0.2034273,-0.12165259,-0.28520203
1079.0,-0.29892,-0.18652968,-0.10247971,-0.27057964
1080.0,-0.30309,-0.15351515,-0.07174742,-0.23528287
1081.0,-0.30583,-0.12814035,-0.044637397,-0.2116433
1082.0,-0.30719,-0.102025375,-0.016586386,-0.18746436
1083.0,-0.30709,-0.08252515,0.0038985834,-0.16894889
1084.0,-0.30554,-0.048114233,0.039026476,-0.13525495
1085.0,-0.30243,-0.029213646,0.05773928,-0.11616657
1086.0,-0.29777,-0.0070477505,0.079767495,-0.093862996
1087.0,-0.29154,0.008119924,0.09580784,-0.07956799
1088.0,-0.28357,0.026494462,0.113241956,-0.060253028
1089.0,-0.27385,0.046239033,0.13309015,-0.040612087
1090.0,-0.26224,0.0631262,0.1497266,-0.023474202
1091.0,-0.24865,0.07995087,0.16744044,-0.0075387135
1092.0,-0.23314,0.09793183,0.18483022,0.011033446
1093.0,-0.21572,0.11254345,0.20007488,0.025012016
1094.0,-0.19643,0.12780666,0.21480848,0.040804848
1095.0,-0.1753,0.1458219,0.23048756,0.061156236
1096.0,-0.15247,0.1616739,0.24782106,0.07552674
1097.0,-0.12811,0.1744918,0.2595371,0.08944649
1098.0,-0.10244,0.18690209,0.27242693,0.10137725
1099.0,-0.075709,0.19736789,0.2839476,0.1107882
1100.0,-0.048248,0.21127987,0.2962026,0.12635712
1101.0,-0.020327,0.21315618,0.29852733,0.12778503
1102.0,0.0077921,0.22507451,0.30821005,0.14193898
1103.0,0.035723,0.22438797,0.30820438,0.14057156
1104.0,0.06325,0.2344833,0.31510547,0.15386114
1105.0,0.090129,0.24080035,0.32021052,0.1613902
1106.0,0.11607,0.247017,0.3239656,0.17006838
1107.0,0.14088,0.24914801,0.32430634,0.17398968
1108.0,0.16435,0.2532821,0.32649428,0.18006994
1109.0,0.18635,0.25895935,0.33025086,0.18766783
1110.0,0.20676,0.25632876,0.3256398,0.18701771
1111.0,0.22547,0.25597465,0.3231783,0.18877101
1112.0,0.24242,0.26003915,0.3227066,0.19737169
1113.0,0.25755,0.27201492,0.33075133,0.2132785
1114.0,0.27092,0.27403158,0.3301073,0.21795586
1115.0,0.28249,0.2726603,0.32786608,0.21745451
1116.0,0.29227,0.27132055,0.32493925,0.21770185
1117.0,0.30035,0.26885974,0.32380593,0.21391356
1118.0,0.30677,0.26474267,0.32004425,0.2094411
1119.0,0.31158,0.2637543,0.32120028,0.20630834
1120.0,0.3148,0.261023,0.32167625,0.20036979
1121.0,0.31649,0.25572094,0.31772268,0.19371921
1122.0,0.31653,0.25107652,0.31683463,0.1853184
1123.0,0.31488,0.24583496,0.31918103,0.17248891
1124.0,0.31151,0.23837079,0.3175998,0.15914178
1125.0,0.30643,0.2278916,0.31328636,0.14249682
1126.0,0.29954,0.21832742,0.31269524,0.1239596
1127.0,0.29072,0.20528808,0.30415988,0.10641629
1128.0,0.27993,0.1884882,0.28769714,0.08927928
1129.0,0.26704,0.1661646,0.26506844,0.06726077
1130.0,0.25212,0.14680183,0.26251167,0.031092003
1131.0,0.2352,0.12800549,0.2476922,0.008318782
1132.0,0.2163,0.10583064,0.23611067,-0.024449393
1133.0,0.19545,0.07903595,0.20639764,-0.048325732
1134.0,0.17281,0.058992688,0.1954841,-0.077498734
1135.0,0.14854,0.03661677,0.16801216,-0.09477861
1136.0,0.12288,0.017379913,0.15517293,-0.12041311
1137.0,0.096036,-0.004666446,0.12975799,-0.13909088
1138.0,0.068336,-0.024997648,0.11339356,-0.16338886
1139.0,0.0401,-0.04417174,0.09891005,-0.18725352
1140.0,0.011639,-0.06772866,0.06735361,-0.20281094
1141.0,-0.016764,-0.08283812,0.04899338,-0.21466962
1142.0,-0.044812,-0.1055779,0.024614662,-0.23577046
1143.0,-0.072181,-0.12262371,0.0037437528,-0.24899118
1144.0,-0.098719,-0.13754754,-0.01936315,-0.25573194
1145.0,-0.12411,-0.15448171,-0.03928233,-0.2696811
1146.0,-0.14818,-0.16706428,-0.05626595,-0.2778626
1147.0,-0.17079,-0.17997937,-0.07461268,-0.28534606
1148.0,-0.19176,-0.19033119,-0.08984199,-0.2908204
1149.0,-0.21106,-0.20048603,-0.10800344,-0.29296863
1150.0,-0.22854,-0.2014779,-0.114577115,-0.2883787
1151.0,-0.24419,-0.20104465,-0.11809747,-0.2839918
1152.0,-0.258,-0.20659953,-0.12855546,-0.2846436
1153.0,-0.26998,-0.2098662,-0.12987193,-0.28986046
1154.0,-0.28012,-0.20667715,-0.12261163,-0.2907427
1155.0,-0.28847,-0.18333559,-0.09850211,-0.26816908
1156.0,-0.29509,-0.14956328,-0.06485494,-0.23427162
1157.0,-0.29995,-0.13079889,-0.04103455,-0.22056323
1158.0,-0.30314,-0.0969945,-0.0062450096,-0.18774399
1159.0,-0.30455,-0.06042458,0.027639344,-0.1484885
1160.0,-0.30407,-0.034570366,0.056498483,-0.12563922
1161.0,-0.30172,-0.01329006,0.07649928,-0.10307941
1162.0,-0.29746,0.003747359,0.09736708,-0.08987236
1163.0,-0.29123,0.021666342,0.11536806,-0.07203538
1164.0,-0.28299,0.039527573,0.13133442,-0.05227927
1165.0,-0.27256,0.05949132,0.1493102,-0.030327566
1166.0,-0.25993,0.07233355,0.16222495,-0.017557837
1167.0,-0.24515,0.0918963,0.18049678,0.0032958165
1168.0,-0.22824,0.11013277,0.19969463,0.020570897
1169.0,-0.20926,0.13296425,0.22056684,0.045361675
1170.0,-0.18826,0.14451486,0.23204446,0.056985267
1171.0,-0.16538,0.15652297,0.24519728,0.06784867
1172.0,-0.14079,0.17080112,0.25983113,0.08177112
1173.0,-0.11477,0.18631656,0.27468628,0.09794684
1174.0,-0.087558,0.1996087,0.28666657,0.11255083
1175.0,-0.059482,0.20906705,0.29543838,0.122695714
1176.0,-0.030831,0.2133857,0.30044517,0.12632623
1177.0,-0.0019802,0.22171235,0.30565655,0.13776813
1178.0,0.026778,0.2266322,0.3091256,0.1441388
1179.0,0.055175,0.232141,0.3124951,0.15178688
1180.0,0.082902,0.23207468,0.31153747,0.15261188
1181.0,0.1097,0.23991631,0.31765896,0.16217364
1182.0,0.13534,0.24262072,0.31834128,0.16690016
1183.0,0.15965,0.24336328,0.31676808,0.16995847
1184.0,0.1824,0.2486302,0.3187558,0.17850459
1185.0,0.2035,0.25054568,0.31707054,0.18402082
1186.0,0.22287,0.26325238,0.32544428,0.20106047
1187.0,0.24039,0.26815164,0.32600635,0.21029693
1188.0,0.25605,0.27132717,0.3284904,0.21416393
1189.0,0.26976,0.2673065,0.32371074,0.21090227
1190.0,0.2816,0.26279175,0.32022518,0.20535831
1191.0,0.29158,0.2594923,0.3174256,0.201559
1192.0,0.29972,0.253531,0.3102024,0.19685963
1193.0,0.30603,0.25141233,0.3116591,0.19116557
1194.0,0.31042,0.24907064,0.31418133,0.18395995
1195.0,0.31291,0.24144323,0.3073365,0.17554995
1196.0,0.31341,0.23419918,0.30534664,0.16305172
1197.0,0.31189,0.224649,0.30500194,0.14429605
1198.0,0.30831,0.21873377,0.31046036,0.12700719
1199.0,0.30261,0.20796956,0.30247802,0.1134611
1200.0,0.2947,0.18968242,0.28403652,0.09532833
1201.0,0.28448,0.17104252,0.27507558,0.06700944
1202.0,0.27196,0.15516943,0.2701969,0.04014194
1203.0,0.25716,0.14118955,0.26205346,0.02032563
1204.0,0.24013,0.12317213,0.24552786,0.00081638247
1205.0,0.22095,0.10556862,0.23770325,-0.026566014
1206.0,0.19967,0.080733135,0.21902578,-0.057559505
1207.0,0.17642,0.054975756,0.1886419,-0.07869039
1208.0,0.15149,0.031787463,0.17593926,-0.112364344
1209.0,0.12506,0.007895083,0.14636776,-0.1305776
1210.0,0.097457,-0.0134100085,0.124250226,-0.15107024
1211.0,0.06898,-0.033122797,0.1077552,-0.17400078
1212.0,0.039969,-0.057139575,0.080989406,-0.19526856
1213.0,0.010771,-0.07949709,0.056767173,-0.21576136
1214.0,-0.018301,-0.09871335,0.031695053,-0.22912176
1215.0,-0.04696,-0.118037045,0.0072044283,-0.24327852
1216.0,-0.074893,-0.13459721,-0.016606957,-0.25258747
1217.0,-0.10184,-0.14751762,-0.03459584,-0.2604394
1218.0,-0.12759,-0.17069086,-0.063869655,-0.27751207
1219.0,-0.15195,-0.1797109,-0.07840415,-0.28101763
1220.0,-0.17471,-0.1946657,-0.09910603,-0.2902254
1221.0,-0.19578,-0.1962176,-0.108385324,-0.28404987
1222.0,-0.21503,-0.2053645,-0.119592905,-0.2911361
1223.0,-0.23238,-0.212324,-0.12996832,-0.29467967
1224.0,-0.24781,-0.21097845,-0.12867111,-0.2932858
1225.0,-0.26131,-0.19046082,-0.10336062,-0.277561
1226.0,-0.27284,-0.17210864,-0.084594645,-0.25962263
1227.0,-0.28246,-0.14354654,-0.056649506,-0.23044357
1228.0,-0.29014,-0.105608515,-0.015734538,-0.19548249
1229.0,-0.29577,-0.08459543,0.0046645626,-0.17385542
1230.0,-0.29934,-0.048250206,0.04479278,-0.1412932
1231.0,-0.30075,-0.027370777,0.0643633,-0.11910485
1232.0,-0.30001,-0.010620006,0.081660144,-0.102900155
1233.0,-0.29703,0.0026513827,0.09652685,-0.091224074
1234.0,-0.29177,0.021397639,0.11321065,-0.07041538
1235.0,-0.28414,0.03484058,0.1274447,-0.057763543
1236.0,-0.27406,0.049448643,0.14308725,-0.044189963
1237.0,-0.26154,0.06827546,0.16255549,-0.026004568
1238.0,-0.24662,0.09438322,0.18820104,0.0005654022
1239.0,-0.2294,0.11907853,0.21334834,0.02480872
1240.0,-0.2099,0.14229926,0.23494793,0.049650595
1241.0,-0.18822,0.15087944,0.24257973,0.059179157
1242.0,-0.16455,0.16130851,0.2547888,0.06782823
1243.0,-0.13911,0.17360288,0.26449874,0.08270702
1244.0,-0.11221,0.18410859,0.27557707,0.0926401
1245.0,-0.084169,0.19855653,0.28750747,0.109605566
1246.0,-0.055298,0.20661436,0.29442567,0.11880307
1247.0,-0.025931,0.21493994,0.30107814,0.12880175
1248.0,0.0036196,0.22244176,0.30703017,0.13785335
1249.0,0.032991,0.22761916,0.30955687,0.14568144
1250.0,0.061826,0.2362297,0.31524083,0.15721858
1251.0,0.089892,0.24438347,0.32057232,0.16819464
1252.0,0.11692,0.24075893,0.31483138,0.16668649
1253.0,0.1427,0.24262553,0.31443858,0.17081249
1254.0,0.16698,0.25293204,0.32231045,0.18355364
1255.0,0.18963,0.25952876,0.32414347,0.19491404
1256.0,0.2105,0.26563522,0.32509962,0.20617083
1257.0,0.22947,0.26648435,0.32377383,0.20919487
1258.0,0.24655,0.26438704,0.3208263,0.20794778
1259.0,0.26164,0.26333985,0.32151413,0.20516557
1260.0,0.27472,0.25705823,0.3142945,0.19982198
1261.0,0.2858,0.25000107,0.30742368,0.19257845
1262.0,0.2948,0.24535723,0.3038685,0.18684596
1263.0,0.30171,0.23843789,0.3046314,0.17224438
1264.0,0.30644,0.23601983,0.30647478,0.1655649
1265.0,0.30889,0.230317,0.3075116,0.1531224
1266.0,0.30902,0.22078827,0.30446136,0.13711517
1267.0,0.30679,0.21468288,0.3092603,0.120105445
1268.0,0.30211,0.20301054,0.3064357,0.0995854
1269.0,0.2949,0.17795245,0.2929662,0.06293872
1270.0,0.28516,0.15767133,0.27342975,0.0419129
1271.0,0.27285,0.1367205,0.2510913,0.0223497
1272.0,0.25804,0.118647344,0.2445454,-0.007250704
1273.0,0.24077,0.09645013,0.22815922,-0.035258956
1274.0,0.22114,0.064930886,0.19240406,-0.06254229
1275.0,0.19931,0.043662865,0.17686044,-0.089534715
1276.0,0.1754,0.020207038,0.16386046,-0.12344638
1277.0,0.14971,-0.004648542,0.13244814,-0.14174521
1278.0,0.12252,-0.02649,0.11176959,-0.16474959
1279.0,0.094136,-0.043359097,0.09919059,-0.1859088
1280.0,0.064927,-0.06894805,0.06330464,-0.20120075
1281.0,0.035271,-0.08660055,0.04231871,-0.21551982
1282.0,0.0054478,-0.10282323,0.026283532,-0.23192999
1283.0,-0.02415,-0.12274858,-0.0036191419,-0.24187803
1284.0,-0.053194,-0.14281765,-0.032465994,-0.2531693
1285.0,-0.081432,-0.16253026,-0.055766597,-0.2692939
1286.0,-0.1086,-0.17832941,-0.07589868,-0.28076014
1287.0,-0.13443,-0.19035067,-0.09329213,-0.2874092
1288.0,-0.15874,-0.19591573,-0.10679162,-0.28503984
1289.0,-0.18137,-0.19765541,-0.11376232,-0.2815485
1290.0,-0.20221,-0.20497042,-0.12519479,-0.28474605
1291.0,-0.22108,-0.18603796,-0.102938525,-0.26913738
1292.0,-0.23799,-0.17093894,-0.0849267,-0.25695118
1293.0,-0.25286,-0.15391397,-0.06865605,-0.23917189
1294.0,-0.26562,-0.11801462,-0.029658176,-0.20637107
1295.0,-0.27631,-0.109128185,-0.0161663,-0.20209007
1296.0,-0.28482,-0.07131961,0.018200785,-0.16084
1297.0,-0.29097,-0.05331646,0.036612213,-0.14324513
1298.0,-0.29473,-0.006818646,0.07953238,-0.09316967
1299.0,-0.29606,0.008182921,0.09598922,-0.07962338
1300.0,-0.29489,0.018533047,0.108013585,-0.07094748
1301.0,-0.29114,0.032986708,0.12274155,-0.056768134
1302.0,-0.28472,0.054950327,0.1438066,-0.033905946
1303.0,-0.27563,0.069136076,0.15819311,-0.019920968
1304.0,-0.26382,0.085887924,0.17513263,-0.0033567846
1305.0,-0.2494,0.1001155,0.18847993,0.011751063
1306.0,-0.23246,0.121550776,0.21036246,0.032739088
1307.0,-0.21302,0.14129917,0.23203915,0.0505592
1308.0,-0.19122,0.15846628,0.24750397,0.069428585
1309.0,-0.16728,0.17036736,0.2598711,0.08086362
1310.0,-0.14151,0.18462802,0.27568012,0.09357591
1311.0,-0.11417,0.19478121,0.28510076,0.104461685
1312.0,-0.085599,0.20558634,0.29496855,0.116204135
1313.0,-0.056172,0.21214138,0.2987926,0.12549017
1314.0,-0.026244,0.22597978,0.31079832,0.14116123
1315.0,0.0038358,0.2285419,0.31178057,0.14530322
1316.0,0.033679,0.23000184,0.31103536,0.14896831
1317.0,0.062992,0.2339105,0.3118612,0.15595981
1318.0,0.09149,0.23560232,0.31178498,0.15941966
1319.0,0.11888,0.2385287,0.31226617,0.16479124
1320.0,0.14492,0.25380567,0.32055748,0.18705387
1321.0,0.16941,0.2534958,0.3169475,0.19004413
1322.0,0.19216,0.26411873,0.3234128,0.20482464
1323.0,0.21308,0.2661131,0.32513672,0.20708948
1324.0,0.23207,0.2623303,0.31980193,0.20485866
1325.0,0.24897,0.25879943,0.31572372,0.20187515
1326.0,0.2638,0.25693533,0.3143339,0.19953677
1327.0,0.27647,0.25561374,0.3189422,0.1922853
1328.0,0.28688,0.25299445,0.31806892,0.18791997
1329.0,0.29494,0.24594548,0.3174054,0.17448556
1330.0,0.30049,0.24092418,0.3204991,0.16134927
1331.0,0.30351,0.23276277,0.32022852,0.14529704
1332.0,0.30391,0.22352141,0.32187307,0.12516975
1333.0,0.30167,0.21375996,0.31676722,0.11075269
1334.0,0.29667,0.19733945,0.30787277,0.08680612
1335.0,0.28879,0.18005683,0.29389024,0.06622343
1336.0,0.27812,0.15978786,0.2750354,0.044540316
1337.0,0.2647,0.13772397,0.250948,0.024499938
1338.0,0.2486,0.12059942,0.24896847,-0.0077696294
1339.0,0.22993,0.101760015,0.23644264,-0.03292261
1340.0,0.20878,0.07487451,0.21260592,-0.062856905
1341.0,0.18536,0.048239794,0.18424855,-0.08776896
1342.0,0.15992,0.026142517,0.1653782,-0.11309316
1343.0,0.1328,0.0036580057,0.14323644,-0.13592042
1344.0,0.10435,-0.022072557,0.11712839,-0.1612735
1345.0,0.074912,-0.04469158,0.08377066,-0.17315382
1346.0,0.044853,-0.069182664,0.056096226,-0.19446155
1347.0,0.014584,-0.09140006,0.03379327,-0.21659338
1348.0,-0.015569,-0.11412346,0.003663756,-0.23191068
1349.0,-0.045263,-0.13084538,-0.017731458,-0.24395931
1350.0,-0.074161,-0.14764002,-0.037462637,-0.2578174
1351.0,-0.10201,-0.17563903,-0.07476211,-0.27651596
1352.0,-0.12854,-0.19060203,-0.09685776,-0.2843463
1353.0,-0.15356,-0.19178899,-0.10445675,-0.27912122
1354.0,-0.17686,-0.192827,-0.10642929,-0.27922472
1355.0,-0.19829,-0.1935291,-0.106911816,-0.2801464
1356.0,-0.21775,-0.1865641,-0.10024653,-0.2728817
1357.0,-0.23512,-0.16247989,-0.073994115,-0.25096565
1358.0,-0.25035,-0.13360801,-0.045741864,-0.22147417
1359.0,-0.26331,-0.109002955,-0.018708408,-0.1992975
1360.0,-0.27391,-0.08326535,0.00674849,-0.1732792
1361.0,-0.28194,-0.059845965,0.031505305,-0.15119724
1362.0,-0.28737,-0.035107285,0.0581687,-0.12838328
1363.0,-0.29012,-0.0105421245,0.080502,-0.10158625
1364.0,-0.29009,0.009369004,0.10147355,-0.082735546
1365.0,-0.28726,0.031755913,0.12514156,-0.06162974
1366.0,-0.28147,0.051542234,0.14421597,-0.0411315
1367.0,-0.27268,0.07041562,0.16402274,-0.02319149
1368.0,-0.261,0.09225773,0.18530193,-0.0007864684
1369.0,-0.24654,0.11116082,0.20466933,0.017652325
1370.0,-0.22932,0.120573975,0.21381584,0.02733212
1371.0,-0.20946,0.13573305,0.22971217,0.041753933
1372.0,-0.18711,0.16197526,0.2548439,0.06910662
1373.0,-0.16259,0.17367241,0.26865733,0.0786875
1374.0,-0.13614,0.18653269,0.2787314,0.09433399
1375.0,-0.10815,0.1916458,0.2814473,0.101844296
1376.0,-0.079014,0.20349203,0.29173884,0.115245216
1377.0,-0.049016,0.21207349,0.29743505,0.12671192
1378.0,-0.018597,0.21730931,0.3018715,0.13274711
1379.0,0.011844,0.22492161,0.30583835,0.14400488
1380.0,0.041998,0.22572738,0.30526763,0.14618711
1381.0,0.07149,0.23367304,0.31034333,0.15700273
1382.0,0.10002,0.24099092,0.3129064,0.16907543
1383.0,0.12733,0.24915013,0.3162397,0.18206054
1384.0,0.15321,0.257902,0.32310677,0.19269724
1385.0,0.1774,0.26309726,0.322874,0.20332049
1386.0,0.19976,0.2639708,0.32637852,0.20156306
1387.0,0.22018,0.2586868,0.31811488,0.19925874
1388.0,0.23847,0.25217533,0.31166345,0.19268723
1389.0,0.25458,0.2513367,0.3151426,0.18753079
1390.0,0.26843,0.2451023,0.3111192,0.17908542
1391.0,0.27976,0.24541944,0.32015345,0.17068544
1392.0,0.28843,0.2358098,0.31465086,0.15696874
1393.0,0.29442,0.2319329,0.31963497,0.1442308
1394.0,0.2976,0.22500323,0.3177127,0.13229376
1395.0,0.29791,0.21079376,0.31425402,0.10733351
1396.0,0.29522,0.19020163,0.29720867,0.08319457
1397.0,0.28946,0.17412819,0.28752968,0.060726695
1398.0,0.28065,0.15518619,0.27249902,0.037873358
1399.0,0.26886,0.13565233,0.260832,0.01047264
1400.0,0.25416,0.1111905,0.23885375,-0.016472757
1401.0,0.23664,0.08713492,0.21142155,-0.0371517
1402.0,0.2164,0.06472657,0.20157346,-0.07212033
1403.0,0.19366,0.041547593,0.17940424,-0.09630905
1404.0,0.16875,0.018073106,0.15158105,-0.11543483
1405.0,0.14191,-0.005287646,0.12142788,-0.13200317
1406.0,0.11355,-0.026896764,0.09943488,-0.1532284
1407.0,0.084065,-0.050659467,0.0767677,-0.17808662
1408.0,0.05383,-0.07398437,0.050133735,-0.19810247
1409.0,0.023231,-0.09913397,0.017557338,-0.21582527
1410.0,-0.0073354,-0.12110132,-0.00919345,-0.23300919
1411.0,-0.037548,-0.14497197,-0.039633952,-0.25030997
1412.0,-0.067001,-0.16072623,-0.059056714,-0.26239574
1413.0,-0.095425,-0.18558656,-0.09261018,-0.27856293
1414.0,-0.12261,-0.19129314,-0.10351432,-0.27907196
1415.0,-0.14823,-0.19896518,-0.113995105,-0.28393525
1416.0,-0.17209,-0.20749961,-0.119059876,-0.29593933
1417.0,-0.19407,-0.18180631,-0.09569588,-0.26791674
1418.0,-0.21403,-0.12783347,-0.042884536,-0.21278241
1419.0,-0.23181,-0.112763755,-0.025055945,-0.20047157
1420.0,-0.24724,-0.08977118,0.0018413365,-0.1813837
1421.0,-0.26017,-0.06257669,0.03004206,-0.15519544
1422.0,-0.27042,-0.035842948,0.054826245,-0.12651214
1423.0,-0.27786,-0.020149147,0.07037425,-0.11067255
1424.0,-0.28244,-0.003854457,0.08876154,-0.096470445
1425.0,-0.28403,0.026705915,0.11663224,-0.06322041
1426.0,-0.28253,0.03682102,0.12792444,-0.0542824
1427.0,-0.27789,0.05783779,0.14852098,-0.032845393
1428.0,-0.27004,0.07672835,0.16869792,-0.015241221
1429.0,-0.25908,0.09347,0.18525982,0.0016801804
1430.0,-0.24513,0.11436291,0.20400187,0.024723947
1431.0,-0.22824,0.134485,0.2239962,0.044973806
1432.0,-0.2085,0.14902906,0.2389656,0.05909253
1433.0,-0.18618,0.16529636,0.25387126,0.07672147
1434.0,-0.16153,0.17880236,0.2685766,0.08902812
1435.0,-0.13491,0.193381,0.28274542,0.10401656
1436.0,-0.10664,0.202029,0.2882699,0.1157881
1437.0,-0.0772,0.21271278,0.29771024,0.12771532
1438.0,-0.046907,0.22112806,0.30489007,0.13736606
1439.0,-0.016195,0.22919385,0.31079787,0.14758985
1440.0,0.014506,0.2305977,0.31115457,0.15004084
1441.0,0.044887,0.23433857,0.3111223,0.15755484
1442.0,0.074567,0.24189094,0.31191942,0.17186245
1443.0,0.10325,0.25262126,0.31740335,0.18783918
1444.0,0.13064,0.26101005,0.32234237,0.19967774
1445.0,0.15651,0.26262861,0.32115972,0.20409751
